ltable_id,rtable_id,label
1513,607,0
1299,1462,1
1628,851,0
1629,1463,0
943,140,0
1630,733,0
829,1464,0
600,1465,1
1243,976,0
1275,1079,0
1631,468,0
1632,1466,1
1633,1467,0
1634,1240,0
666,218,0
1635,203,0
676,859,1
821,1468,0
1636,1469,0
1637,1470,1
1638,1471,1
301,302,0
1639,1472,1
1640,1473,0
1641,378,0
1642,419,0
542,1474,0
1643,1475,1
785,571,0
1644,521,0
1645,246,0
1197,1049,1
1307,1476,0
1646,314,0
1088,1477,0
1647,1176,0
687,7,1
1648,1478,0
1649,1479,0
1650,266,1
637,1480,0
1220,762,1
223,858,0
396,303,1
1069,693,0
834,1367,0
1651,812,0
674,1481,1
562,692,1
1652,1482,0
1653,1050,0
1654,1483,1
994,1484,0
879,1485,1
1655,1094,0
1656,1486,0
1657,1104,0
1195,1322,1
877,1487,1
1658,1488,1
32,902,0
803,362,0
1478,358,0
1659,1489,1
145,1490,0
1660,1491,0
1661,1492,0
1156,1493,0
1662,1494,0
1663,148,0
1664,1495,1
1665,1496,0
1666,1497,1
1600,689,0
942,1316,0
1667,1498,0
1130,748,0
972,155,0
1668,644,0
1022,554,0
109,795,1
1669,1013,0
939,61,1
154,1499,0
1670,1369,0
1671,1223,0
1153,638,0
516,1500,0
1216,1501,1
1672,385,1
1520,1502,0
1673,31,0
1674,1503,0
1675,9,0
1204,1504,0
829,1385,0
1166,1505,0
373,1506,0
1676,692,0
1404,10,0
226,999,0
1677,882,0
1678,349,0
33,1232,0
1267,1507,1
1464,1508,1
842,1248,0
